genus_vernacular;species_vernacular;genus_scientific;species_scientific;primary_use;secondary_use;wild
Ständelwurz, Sitter;Riesen-S.;Epipactis;E. gigantea;Z;NA;NA
Sonnenblume;Riesen-S.;Helianthus;H. giganteus;Z;NA;NA
Ständelwurz, Sitter;Sumpf-S., Sumpfwurz;Epipactis;E. palustris;Z;NA;W
Ständelwurz, Sitter;Braunrote S.;Epipactis;E. atrorubens;Z;NA;W
Ständelwurz, Sitter;Breitblättrige S.;Epipactis;E. helleborine;Z;NA;W
Ständelwurz, Sitter;Violette S.;Epipactis;E. purpurata;Z;NA;W
Netzblatt, Kriechständel;Flaumhaariges N.;Goodyera;G. pubescens;Z;NA;NA
Netzblatt, Kriechständel;Länglichblättriges N.;Goodyera;G. oblongifolia;Z;NA;NA
Netzblatt, Kriechständel;Kriechendes N., Kriechständel;Goodyera;G. repens;Z;NA;W
Einblattorchis;Einblattorchis;Amerorchis;A. rotundifolia;Z;NA;NA
Kammorchis;Kammorchis;Pecteilis;P. radiata;Z;NA;NA
Disa, Stolz des Tafelberges;Stolz des Tafelberges;Disa;D. uniflora;Z;NA;NA
Chinaorchidee, Japanorchidee;Gelbe Ch.;Bletilla;B. ochracea;Z;NA;NA
Chinaorchidee, Japanorchidee;Taiwan-Ch.;Bletilla;B. formosana;Z;NA;NA
Chinaorchidee, Japanorchidee;Gestreifte Ch.;Bletilla;B. striata f.;Z;NA;NA
Schönbartorchis;Schönbartorchis;Calopogon;C. tuberosus;Z;NA;NA
Schönorchis;Spornlose Sch.;Calanthe;C. tricarinata;Z;NA;NA
Schönorchis;Zurückgebogene Sch.;Calanthe;C. reflexa;Z;NA;NA
Schönorchis;Alpine Sch.;Calanthe;C. alpina f.;Z;NA;NA
Schönorchis;Gabellippige Sch.;Calanthe;C. furcata;Z;NA;NA
Schönorchis;Kyushu-Sch.;Calanthe;C. japonica;Z;NA;NA
Schönorchis;Lockerblütige Sch.;Calanthe;C. aristulifera f.;Z;NA;NA
Schönorchis;Honshu-Sch.;Calanthe;C. nipponica;Z;NA;NA
Schönorchis;Zweifarbige Sch.;Calanthe;C. discolor;Z;NA;NA
Pleione, Tibetorchidee, Indischer Krokus;Limpricht-P.;Pleione;P. limprichtii;Z;NA;NA
Kappenständel;Kappenständel;Calypso;C. bulbosa;Z;NA;NA
Steppenlilie, Ixialilie;Steppenlilie, Ixialilie;Ixiolirion;I. tataricum;Z;NA;NA
Grasschwertel, Binsenlilie;Kalifornisches G.;Sisyrinchium;S. californicum;Z;NA;NA
Grasschwertel, Binsenlilie;Gestreiftes G;Sisyrinchium;S. striatum;Z;NA;NA
Grasschwertel, Binsenlilie;Gewöhnliches G;Sisyrinchium;G. hirsutula;Z;NA;NA
Grasschwertel, Binsenlilie;Weißliches G.;Sisyrinchium;S. albidum;Z;NA;NA
Grasschwertel, Binsenlilie;Stachelspitziges G.;Sisyrinchium;S. mucronatum;Z;NA;NA
Schwertlilie;Danford-Sch.;Iris;I. danfordiae;Z;NA;NA
Schwertlilie;Winogradow-Sch.;Iris;I. winogradowii;Z;NA;NA
Schwertlilie;Kleine Zwerg-Sch.;Iris;I. histrioides;Z;NA;NA
Schwertlilie;Lichtblaue Zwerg-Sch.;Iris;I. histrio f.;Z;NA;NA
Schwertlilie;Netz-Sch.;Iris;I. reticulata;Z;NA;NA
Schwertlilie;Pamphylische Sch.;Iris;I. pamphylica;Z;NA;NA
Schwertlilie;Englische Sch., Pyrenäen-Sch.;Iris;I. latifolia;Z;NA;NA
Schwertlilie;Spanische Sch.;Iris;I. xiphium;Z;NA;NA
Schwertlilie;Buchara-Sch., Geweih-Sch.;Iris;I. bucharica;Z;NA;NA
Schwertlilie;Rundzungen-Sch.;Iris;I. cycloglossa;Z;NA;NA
Schwertlilie;Großartige Sch.;Iris;I. magnifica;Z;NA;NA
Schwertlilie;Warley-Sch.;Iris;I. warleyensis;Z;NA;NA
Schwertlilie;Vertretende Sch.;Iris;I. vicaria;Z;NA;NA
Schwertlilie;Reichenbach-Sch.;Iris;I. reichenbachii;Z;NA;NA
Schwertlilie;Vielfarben-Zwerg-Sch.;Iris;I. suaveolens;Z;NA;NA
Schwertlilie;Zwerg-Sch.;Iris;I. pumila;Z;NA;W
Schwertlilie;Grünliche Sch.;Iris;I. lutescens;Z;NA;NA
Schwertlilie;Bleiche Sch.;Iris;I. pallida;N;Z;NA
Schwertlilie;Bunte Sch.;Iris;I. variegata;Z;NA;W
Schwertlilie;Deutsche Sch.;Iris;I. germanica;N;Z;NA
Schwertlilie;Holunder-Sch.;Iris;I. × sambucina;N;Z;NA
Schwertlilie;Gelbliche Sch., Bauerngarten-Sch;Iris;I. flavescens;Z;NA;NA
Schwertlilie;Nacktstängel-Sch.;Iris;I. aphylla;Z;NA;W
Schwertlilie;Korolkow-Sch.;Iris;I. korolkowii;Z;NA;NA
Schwertlilie;Sand-Sch;Iris;I. humilis;Z;NA;NA
Schwertlilie;Hoog-Sch.;Iris;I. hoogiana;Z;NA;NA
Schwertlilie;Ausläufer-Sch.;Iris;I. stolonifera;Z;NA;NA
Schwertlilie;Kamm-Sch.;Iris;I. cristata;Z;NA;NA
Schwertlilie;See-Sch., Amerikanische Zwerg-Sch.;Iris;I. lacustris;Z;NA;NA
Schwertlilie;Dach-Sch.;Iris;I. tectorum;Z;NA;NA
Schwertlilie;Japanische Zwerg-Sch.;Iris;I. gracilipes;Z;NA;NA
Schwertlilie;Gefranste Sch.;Iris;I. japonica;Z;NA;NA
Schwertlilie;Übelriechende Sch.;Iris;I. foetidissima;Z;NA;NA
Schwertlilie;Winter-Sch.;Iris;I. unguicularis;Z;NA;NA
Schwertlilie;Borsten-Sch.;Iris;I. setosa;Z;NA;NA
Schwertlilie;Forrest-Sch.;Iris;I. forrestii;Z;NA;NA
Schwertlilie;Sibirische Sch., Wiesen-Sch.;Iris;I. sibirica;Z;NA;W
Schwertlilie;Delavay-Sch.;Iris;I. delavayi;Z;NA;NA
Schwertlilie;Ostsibirische Sch.;Iris;I. sanguinea;Z;NA;NA
Schwertlilie;Goldstreifen-Sch.;Iris;I. chrysographes;Z;NA;NA
Schwertlilie;Monnier-Sch.;Iris;I. monnieri;Z;NA;W
Schwertlilie;Wasser-Sch., Sumpf-Sch.;Iris;I. pseudacorus;Z;NA;W
Schwertlilie;Steppen-Sch.;Iris;I. spuria;Z;NA;W
Schwertlilie;Regenbogen-Sch.;Iris;I. innominata;Z;NA;NA
Schwertlilie;Japanische Sumpf-Sch.;Iris;I. ensata;Z;NA;NA
Schwertlilie;Rocky-Mountain-Sch;Iris;I. missouriensis;Z;NA;NA
Schwertlilie;Siebenbürger Gras-Sch.;Iris;I. ruthenica;Z;NA;NA
Schwertlilie;Sintenis-Sch;Iris;I. sintenisii;Z;NA;NA
Schwertlilie;Terrakotta-Sch., Kupfer-Sch.;Iris;I. fulva;Z;NA;NA
Schwertlilie;Gras-Sch., Pflaumenduft-Sch.;Iris;I. graminea;Z;NA;W
Schwertlilie;Verschiedenfarbige Sch.;Iris;I. versicolor;Z;NA;W
Schwertlilie;Orientalische Sch., Schmetterlings-Sch.;Iris;I. orientalis;Z;NA;NA
Schwertlilie;Asiatische Sumpf-Sch.;Iris;I. laevigata;Z;NA;NA
Gladiole, Siegwurz;Abessinische G., Stern-G.;Gladiolus;G. callianthus;Z;NA;NA
Gladiole, Siegwurz;Eintönige G.;Gladiolus;G. tristis;Z;NA;NA
Gladiole, Siegwurz;Primel-G.;Gladiolus;G. dalenii;Z;NA;NA
Gladiole, Siegwurz;Gegenblütige G.;Gladiolus;G. oppositiflorus;Z;NA;NA
Gladiole, Siegwurz;Schmetterlings-G.;Gladiolus;G. papilio f.;Z;NA;NA
Gladiole, Siegwurz;Fleischrosa G.;Gladiolus;G. carneus;Z;NA;NA
Gladiole, Siegwurz;Blutrote G.;Gladiolus;G. cruentus;Z;NA;NA
Gladiole, Siegwurz;Acker-G., Feld-Siegwurz;Gladiolus;G. italicus;Z;NA;NA
Gladiole, Siegwurz;Dachzieglige G., Wiesen-Siegwurz;Gladiolus;G. imbricatus;Z;NA;W
Gladiole, Siegwurz;Gewöhnliche S.;Gladiolus;G. communis;Z;NA;W
Gladiole, Siegwurz;Illyrische S.;Gladiolus;G. illyricus;Z;NA;NA
Sandkrokus, Scheinkrokus;Sandkrokus, Scheinkrokus;Romulea;R. bulbocodium;Z;NA;NA
Krokus;Olivier-K.;Crocus;C. olivieri;Z;NA;NA
Krokus;Korolkow-K;Crocus;C. korolkowii;Z;NA;NA
Krokus;Goldbrokat-K., Schmalblättriger K., Goldlack-K.;Crocus;C. angustifolius;Z;NA;NA
Krokus;Ankara-K., Kleinasiatischer Gold-K.;Crocus;C. ancyrensis;Z;NA;NA
Krokus;Kleiner K., Balkan-K.;Crocus;C. chrysanthus;Z;NA;NA
Krokus;Glatter K.;Crocus;C. laevigatus;Z;NA;NA
Krokus;Taurus-K.;Crocus;C. fleischeri;Z;NA;NA
Krokus;Sieber-K., Griechischer Zwerg-K.;Crocus;C. sieberi;Z;NA;NA
Krokus;Toskanischer K., Rosen-K;Crocus;C. etruscus;Z;NA;NA
Krokus;Zweiblütiger K., Schottischer K.;Crocus;C. biflorus;Z;NA;NA
Krokus;Imperato-K., Teufels-K.;Crocus;C. imperati;Z;NA;NA
Krokus;Frühlings-K;Crocus;C. vernus;Z;NA;W
Krokus;Dalmatiner K., Elfen-K.;Crocus;C. tommasinianus;Z;NA;W
Krokus;Korsischer K.;Crocus;C. corsicus;Z;NA;NA
Krokus;Silberlack-K.;Crocus;C. versicolor;Z;NA;NA
Krokus;Gitter-Herbst-K.;Crocus;C. cancellatus;Z;NA;NA
Krokus;Ring-Herbst-K.;Crocus;C. kotschyanus;Z;NA;NA
Krokus;Rosen-Herbst-K.;Crocus;C. pulchellus;Z;NA;NA
Krokus;Siebenbürger Herbst-K.;Crocus;C. banaticus;Z;NA;NA
Krokus;Echter Safran;Crocus;C. sativus;N;NA;NA
Krokus;Spanischer Herbst-K.;Crocus;C. serotinus;Z;NA;NA
Krokus;Pracht-Herbst-K.;Crocus;C. speciosus;Z;NA;NA
Krokus;Riviera-Herbst-K.;Crocus;C. medius;Z;NA;NA
Krokus;Pyrenäen-Herbst-K.;Crocus;C. nudiflorus;Z;NA;NA
Freesie;Verzweigte F.;Freesia;F. corymbosa;Z;NA;NA
Freesie;Umgebogene F;Freesia;F. refracta;Z;NA;NA
Freesie;Leichtlin- F.;Freesia;F. leichtlinii;Z;NA;NA
Freesie;Weiße F.;Freesia;F. alba;Z;NA;NA
Fransenschwertel;Dreifarbiges F., Harlekinblume;Sparaxis;S. tricolor;Z;NA;NA
Fransenschwertel;Knöllchen-F.;Sparaxis;S. bulbifera;Z;NA;NA
Fransenschwertel;Großblütiges F.;Sparaxis;S. grandiflora;Z;NA;NA
Tigerblume, Pfauenblume;Tigerblume, Pfauenblume;Tigridia;T. pavonia;Z;NA;NA
Tritonie;Safranfarbige T.;Tritonia;T. crocata;Z;NA;NA
Montbretie;Rispen-M.;Crocosmia;C. paniculata;Z;NA;NA
Montbretie;Transkei-M.;Crocosmia;C. masoniorum;Z;NA;NA
Montbretie;Gold-M.;Crocosmia;C. aurea;Z;NA;NA
Montbretie;Potts-M.;Crocosmia;C. pottsii;Z;NA;NA
Taglilie;Braunrote T.;Hemerocallis;H. fulva;Z;NA;W
Taglilie;Dumortier-T.;Hemerocallis;H. dumortieri;Z;NA;NA
Taglilie;Middendorff-T.;Hemerocallis;H. middendorffii;Z;NA;NA
Taglilie;Kleine T., Stern-T.;Hemerocallis;H. minor;Z;NA;NA
Taglilie;Gelbe T.;Hemerocallis;H. lilioasphodelus;Z;NA;W
Triteleie;Gelbe T.;Triteleia;T. ixioides;Z;NA;NA
Taglilie;Zitronen-T.;Hemerocallis;H. citrina;Z;NA;NA
Affodill;Weißer A.;Asphodelus;A. albus;Z;NA;NA
Affodill;Röhriger A.;Asphodelus;A. fistulosus;Z;NA;NA
Junkerlilie;Liburnische J.;Asphodeline;A. liburnica;Z;NA;NA
Junkerlilie;Schlanke J;Asphodeline;A. tenuior;Z;NA;NA
Junkerlilie;Gelbe J.;Asphodeline;A. lutea;Z;NA;NA
Junkerlilie;Krim-J.;Asphodeline;A. taurica;Z;NA;NA
Steppenkerze, Wüstenschweif;Afghanistan-St., Schmalblättrige St.;Eremurus;E. stenophyllus;Z;NA;NA
Steppenkerze, Wüstenschweif;Schopfige St;Eremurus;E. comosus;Z;NA;NA
Steppenkerze, Wüstenschweif;Ansehnliche St.;Eremurus;E. spectabilis;Z;NA;NA
Steppenkerze, Wüstenschweif;Sogdische St.;Eremurus;E. soogdianus;Z;NA;NA
Steppenkerze, Wüstenschweif;Turkestanische St.;Eremurus;E. turkestanicus;Z;NA;NA
Steppenkerze, Wüstenschweif;Olga-St.;Eremurus;E. olgae;Z;NA;NA
Steppenkerze, Wüstenschweif;Kaufmann-St.;Eremurus;E. kaufmannii;Z;NA;NA
Steppenkerze, Wüstenschweif;Buchara-St.;Eremurus;E. bucharicus;Z;NA;NA
Steppenkerze, Wüstenschweif;Milchweiße St.;Eremurus;E. lactiflorus;Z;NA;NA
Steppenkerze, Wüstenschweif;Aitchison-St.;Eremurus;E. aitchisonii;Z;NA;NA
Steppenkerze, Wüstenschweif;Riesen-St., Kleopatranadel;Eremurus;E. robustus;Z;NA;NA
Fackellilie;Schwertblättrige F.;Kniphofia;K. ensifolia;Z;NA;NA
Fackellilie;Frühe F;Kniphofia;K. praecox;Z;NA;NA
Fackellilie;Schopf-F., Traubige F.;Kniphofia;K. uvaria;Z;NA;NA
Fackellilie;Langblättrige F;Kniphofia;K. linearifolia;Z;NA;NA
Fackellilie;Zitronen-F;Kniphofia;K. citrina;Z;NA;NA
Fackellilie;Wenigblütige F.;Kniphofia;K. pauciflora;Z;NA;NA
Fackellilie;Drakensberg-F.;Kniphofia;K. rufa;Z;NA;NA
Fackellilie;Grasblättrige F.;Kniphofia;K. triangularis;Z;NA;NA
Fackellilie;Galpin-F.;Kniphofia;K. galpinii;Z;NA;NA
Spargel;Farn-Sp.;Asparagus;A. filicinus;Z;NA;NA
Spargel;Spitzblättriger Sp.;Asparagus;A. acutifolius;Z;NA;NA
Spargel;Wirtel-Sp.;Asparagus;A. verticillatus;Z;NA;NA
Spargel;Haarblatt-Sp.;Asparagus;A. trichophyllus;Z;NA;NA
Spargel;Zartblättriger Sp.;Asparagus;A. tenuifolius;Z;NA;NA
Spargel;Gemüse-Sp., Garten-Sp.;Asparagus;A. officinalis;Z;N;NA
Spargel;Rauer Sp.;Asparagus;A. pseudoscaber;Z;NA;NA
Mäusedorn;Gewöhnlicher M.;Ruscus;R. aculeatus;Z;NA;NA
Mäusedorn;Hadernblatt;Ruscus;R. hypoglossum;Z;NA;NA
Mäusedorn;Westmediterraner M;Ruscus;R. hypophyllum;Z;NA;NA
Traubendorn;Traubendorn, Alexandrinischer Lorbeer;Danaë;D. racemosa;Z;NA;NA
Weißwurz, Salomonssiegel;Hooker-S.;Polygonatum;P. hookeri;Z;NA;NA
Weißwurz, Salomonssiegel;Quirl-W.;Polygonatum;P. verticillatum;Z;NA;W
Weißwurz, Salomonssiegel;Wohlriechende W., Echtes S.;Polygonatum;P. odoratum;Z;NA;W
Weißwurz, Salomonssiegel;Breitblättrige W., Auen-W.;Polygonatum;P. hirtum;Z;NA;NA
Weißwurz, Salomonssiegel;Vielblütige W.;Polygonatum;P. multiflorum;Z;NA;W
Weißwurz, Salomonssiegel;Garten-W., Riesen-W.;Polygonatum;P. hybridum;Z;NA;NA
Schattenblümchen;Zweiblättriges Sch.;Maianthemum;M. bifolium;Z;NA;W
Schattenblümchen;Rispen-Sch., Duftsiegel;Maianthemum;M. racemosum;Z;NA;NA
Schattenblümchen;Stern-Sch.;Maianthemum;M. stellatum;Z;NA;NA
Schattenblümchen;Schwarzer Sch.;Ophiopogon;O. planiscapus;Z;NA;NA
Schattenblümchen;Schmalblättriger Sch;Ophiopogon;O. japonicus;Z;NA;NA
Maiglöckchen;Gewöhnliches M;Convallaria;C. majalis;Z;NA;W
Goldglocke, Goldsiegel, Trauerglocke;Kantige G.;Uvularia;U. sessilifolia;Z;NA;NA
Goldglocke, Goldsiegel, Trauerglocke;Hänge-G.;Uvularia;U. grandiflora;Z;NA;NA
Goldglocke, Goldsiegel, Trauerglocke;Kleine G.;Uvularia;U. perfoliata;Z;NA;NA
Krötenlilie;Großblütige K;Tricyrtis;T. macrantha;Z;NA;NA
Krötenlilie;Breitblättrige K.;Tricyrtis;L. latifolium;Z;NA;NA
Krötenlilie;Kleinblütige K.;Tricyrtis;T. macropoda;Z;NA;NA
Krötenlilie;Rauhaarige K.;Tricyrtis;T. hirta;Z;NA;NA
Krötenlilie;Taiwan-K.;Tricyrtis;T. formosana;Z;NA;NA
Krötenlilie;Weichhaarige K.;Tricyrtis;T. pilosa;Z;NA;NA
Knotenfuß;Gewöhnlicher K.;Streptopus;St. amplexifolius;Z;NA;W
Kalmus;Gewöhnlicher K.;Acorus;A. calamus;Z;NA;W
Knotenfuß;Rosa K;Streptopus;St. lanceolatus;Z;NA;NA
Binsenlilie;Binsenlilie;Aphyllanthes;A. monspeliensis;Z;NA;NA
Camassie, Prärielilie;Östliche P.;Camassia;C. scilloides;Z;NA;NA
Camassie, Prärielilie;Leichtlin-P.;Camassia;C. leichtlinii;Z;NA;NA
Camassie, Prärielilie;Essbare P.;Camassia;C. quamash;Z;NA;NA
Milchstern, Vogelmilch;Dolden-M., Stern von Bethlehem;Ornithogalum;O. umbellatum;Z;NA;W
Milchstern, Vogelmilch;Wenigblättriger M.;Ornithogalum;O. oligophyllum;Z;NA;NA
Milchstern, Vogelmilch;Nickender M.;Ornithogalum;O. nutans;Z;NA;W
Milchstern, Vogelmilch;Bouché-M;Ornithogalum;O. boucheanum;Z;NA;W
Milchstern, Vogelmilch;Pyramiden-M., Kurzgriffliger M.;Ornithogalum;O. pyramidale;Z;NA;W
Milchstern, Vogelmilch;Narbonne-M.;Ornithogalum;O. narbonense;Z;NA;NA
Milchstern, Vogelmilch;Pyrenäen-M;Ornithogalum;O. pyrenaicum;Z;NA;W
Milchstern, Vogelmilch;Kap-M., Chincherinchee;Ornithogalum;O. thyrsoides;Z;NA;NA
Ananasblume, Schopflilie;Gefleckte Sch., Gefleckte A.;Eucomis;Eu. comosa;Z;NA;NA
Ananasblume, Schopflilie;Gerandete Sch.;Eucomis;Eu. bicolor;Z;NA;NA
Ananasblume, Schopflilie;Gewellte Sch.;Eucomis;Eu. autumnalis;Z;NA;NA
Hasenglöckchen, Blauglöckchen;Riviera-H.;Hyacinthoides;H. italica;Z;NA;NA
Hasenglöckchen, Blauglöckchen;Englisches H.;Hyacinthoides;H. non-scripta;Z;NA;W
Hasenglöckchen, Blauglöckchen;Spanisches H.;Hyacinthoides;H. hispanica;Z;NA;W
Wiesenhyazinthe, Scheinhyazinthe;Hellblaue W.;Brimeura;B. amethystina;Z;NA;NA
Hyazinthchen;Bleiches H.;Hyacinthella;H. pallens;Z;NA;NA
Kegelblume;Kegelblume, Puschkinie;Puschkinia;P. scilloides;Z;NA;NA
Blaustern, Scilla;Peruanischer B.;Scilla;Sc. peruviana;Z;NA;NA
Blaustern, Scilla;Herbst-B.;Scilla;Sc. autumnalis;Z;NA;NA
Blaustern, Scilla;Ostasiatischer B.;Scilla;Sc. scilloides;Z;NA;NA
Blaustern, Scilla;Amethyst-B.,Wiesen-B;Scilla;Sc. litardierei;Z;NA;NA
Blaustern, Scilla;Hyazinthen-B;Scilla;Sc. hyacinthoides;Z;NA;NA
Blaustern, Scilla;Hohenacker-B.;Scilla;Sc. hohenackeri;Z;NA;NA
Blaustern, Scilla;Mischtschenko-B.;Scilla;Sc. mischtschenkoana;Z;NA;NA
Blaustern, Scilla;Russischer B., Sibirischer B.;Scilla;Sc. siberica;Z;NA;W
Blaustern, Scilla;Alpenveilchen-B.;Scilla;Sc. rosenii;Z;NA;NA
Blaustern, Scilla;Zweiblättriger B.;Scilla;Sc. bifolia;Z;NA;W
Blaustern, Scilla;Puschkinien-B.;Scilla;Sc. puschkinioides;Z;NA;NA
Blaustern, Scilla;Schöner B.;Scilla;Sc. amoena;Z;NA;W
Schneestolz, Sternhyazinthe, Schneeglanz;Dunkle St.;Chionodoxa;Ch. sardensis;Z;NA;W
Schneestolz, Sternhyazinthe, Schneeglanz;Gewöhnliche St., Große St.;Chionodoxa;Ch. forbesii;Z;NA;W
Schneestolz, Sternhyazinthe, Schneeglanz;Echte St., Luziliens Schneestolz;Chionodoxa;Ch. luciliae;Z;NA;W
Schneestolz, Sternhyazinthe, Schneeglanz;Kleine St.;Chionodoxa;A. minor;Z;NA;NA
Träubel, Traubenhyazinthe;Schopf-T.;Muscari;M. comosum;Z;NA;W
Träubel, Traubenhyazinthe;Großfrüchtiges T.;Muscari;M. macrocarpum;Z;NA;NA
Träubel, Traubenhyazinthe;Moschus- T.;Muscari;M. muscarimi;Z;NA;NA
Träubel, Traubenhyazinthe;Himmelblaues T., Scheinhyazinthe;Muscari;M. azureum;Z;NA;NA
Träubel, Traubenhyazinthe;Weinbergs-T., Übersehenes T.;Muscari;M. neglectum;Z;NA;W
Träubel, Traubenhyazinthe;Breitblättriges T.;Muscari;M. latifolium;Z;NA;NA
Träubel, Traubenhyazinthe;Armenisches T.;Muscari;M. armeniacum;Z;NA;W
Träubel, Traubenhyazinthe;Aucher-T;Muscari;M. aucheri;Z;NA;NA
Träubel, Traubenhyazinthe;Kleines T.;Muscari;M. botryoides;Z;NA;W
Bellevalie;Bewimperte B;Bellevalia;B. ciliata;Z;NA;NA
Bellevalie;Römische B., Römische Hyazinthe;Bellevalia;B. romana;Z;NA;NA
Bellevalie;Dichtblütige B.;Bellevalia;B. pycnantha;Z;NA;NA
Graslilie;Trauben-G., Große G., Astlose G.;Anthericum;A. liliago;Z;NA;W
Graslilie;Ästige G.;Anthericum;A. ramosum;Z;NA;W
Paradieslilie;Alpen-P.;Paradisea;P. marginata;Z;NA;NA
Funkie;Blaublatt-F.;Hosta;H. sieboldiana;Z;NA;NA
Funkie;Graublatt-F.;Hosta;H. ‘Fortunei’;Z;NA;NA
Funkie;Weißrand- F;Hosta;H. sieboldii;Z;NA;NA
Funkie;Herbst-F.;Hosta;H. ‘Tardiflora’;Z;NA;NA
Funkie;Lanzen-F.;Hosta;H. ‘Lancifolia’;Z;NA;NA
Funkie;Lilien-F.;Hosta;H. plantaginea;Z;NA;NA
Funkie;Glocken-F.;Hosta;H. ventricosa;Z;NA;NA
Funkie;Grüne Riesen-F.;Hosta;H. ‘Elata’;Z;NA;NA
Funkie;Riesen-Weißrand-F.;Hosta;H. ‘Crispula’;Z;NA;NA
Funkie;Schneefeder-F.;Hosta;H. ‘Undulata’;Z;NA;NA
Agave;Amerikanische A., Hundertjährige A.;Agave;A. americana;Z;NA;NA
Agave;Mescal-A., Parry-A.;Agave;A. parryi;Z;NA;NA
Agave;Toumey-A.;Agave;A. toumeyana;Z;NA;NA
Agave;Lechuguilla-A., Ixtlefaser;Agave;A. lechuguilla;Z;NA;NA
Agave;Utah-A;Agave;A. utahensis;Z;NA;NA
Palmlilie;Gekrümmte P.;Yucca;Y. recurvifolia;Z;NA;NA
Palmlilie;Blaugrüne P.;Yucca;Y. glauca;Z;NA;NA
Palmlilie;Fädige P.;Yucca;Y. filamentosa;Z;NA;NA
Blaulilie, Liebesblume, Schmucklilie;Röhrenblütige B.;Agapanthus;A. inapertus;Z;NA;NA
Blaulilie, Liebesblume, Schmucklilie;Glockige B.;Agapanthus;A. campanulatus;Z;NA;NA
Blaulilie, Liebesblume, Schmucklilie;Afrikanische B.;Agapanthus;A. africanus;Z;NA;NA
Blaulilie, Liebesblume, Schmucklilie;Frühe B., Immergrüne B.;Agapanthus;A. praecox;Z;NA;NA
Hakenlilie;Busch-H.;Crinum;C. moorei f.;Z;NA;NA
Narzisse;Tazette;Narcissus;N. tazetta;Z;NA;NA
Narzisse;Jonquille;Narcissus;N. jonquilla;Z;NA;NA
Narzisse;Duft-N.;Narcissus;N. odorus;Z;NA;NA
Narzisse;Alpenveilchen-N.;Narcissus;N. cyclamineus;Z;NA;NA
Narzisse;Reifrock-N.;Narcissus;N. bulbocodium;Z;NA;NA
Narzisse;Gelbe N., Osterglocke;Narcissus;N. pseudonarcissus;Z;NA;W
Narzisse;Engelstränen-N.;Narcissus;N. triandrus;Z;NA;NA
Narzisse;Dichter-N., Weiße N.;Narcissus;N. poeticus;Z;NA;W
Sternbergie, Goldkrokus, Gewitterblume;Gelbe St.;Sternbergia;St. lutea;Z;NA;NA
Sternbergie, Goldkrokus, Gewitterblume;Fischer-St.;Sternbergia;St. fischeriana;Z;NA;NA
Sternbergie, Goldkrokus, Gewitterblume;Schmalblättrige St.;Sternbergia;St. colchiciflora;Z;NA;NA
Sternbergie, Goldkrokus, Gewitterblume;Großblütige St;Sternbergia;St. clusiana;Z;NA;NA
Schneeglöckchen;Breitblättriges Sch.;Galanthus;G. platyphyllus;Z;NA;NA
Schneeglöckchen;Krasnov-Sch;Galanthus;G. krasnovii;Z;NA;NA
Schneeglöckchen;Lagodechi-Sch.;Galanthus;G. lagodechianus;Z;NA;NA
Schneeglöckchen;Rizasee-Sch.;Galanthus;G. rizehensis;Z;NA;NA
Schneeglöckchen;Foster-Sch.;Galanthus;G. fosteri;Z;NA;NA
Schneeglöckchen;Ikaria-Sch.;Galanthus;G. ikariae;Z;NA;NA
Schneeglöckchen;Woronow Sch.;Galanthus;G. woronowii;Z;NA;NA
Schneeglöckchen;Kaspisches Sch., Transkaukasisches Sch.;Galanthus;G. transcaucasicus;Z;NA;NA
Schneeglöckchen;Clusius-Sch., Faltblatt-Sch.;Galanthus;G. plicatus;Z;NA;NA
Schneeglöckchen;Königin-Olga-Sch.;Galanthus;G. reginae-olgae;Z;NA;NA
Schneeglöckchen;Peshmen-Sch.;Galanthus;G. peshmenii;Z;NA;NA
Schneeglöckchen;Elwes-Sch.;Galanthus;G. elwesii f.;Z;NA;NA
Schneeglöckchen;Zierliches Sch.;Galanthus;G. gracilis;Z;NA;NA
Schneeglöckchen;Koenen-Sch;Galanthus;G. koenenianus;Z;NA;NA
Schneeglöckchen;Cilicisches Sch.;Galanthus;G. cilicicus;Z;NA;NA
Schneeglöckchen;Schmalblättriges Sch;Galanthus;G. angustifolius;Z;NA;NA
Schneeglöckchen;Kaukasus-Sch;Galanthus;G. alpinus;Z;NA;NA
März(en)becher, Knotenblume;Frühlings-K., März(en)becher;Leucojum;L. vernum;Z;NA;W
März(en)becher, Knotenblume;Sommer-K.;Leucojum;L. aestivum;Z;NA;W
März(en)becher, Knotenblume;Rosa K.;Leucojum;L. roseum;Z;NA;NA
März(en)becher, Knotenblume;Herbst-K.;Leucojum;L. autumnale;Z;NA;NA
März(en)becher, Knotenblume;Haarblättrige K.;Leucojum;L. trichophyllum;Z;NA;NA
März(en)becher, Knotenblume;Nizza-K.;Leucojum;L. nicaeense;Z;NA;NA
Jakobslilie;Jakobslilie;Sprekelia;S. formosissima;Z;NA;NA
Kaplilie;Knoblauch-K.;Tulbaghia;T. violacea;Z;NA;NA
Honiglauch;Sizilianischer H.;Nectaroscordum;N. siculum;Z;NA;NA
Frühlingsstern, Pampaslilie;Einblütiger F.;Ipheion;I. uniflorum;N;Z;NA
Triteleie;Blaue T.;Triteleia;T. laxa;Z;NA;NA
Triteleie;Langstielige T.;Triteleia;T. peduncularis;Z;NA;NA
Lauch, Zwiebel;Bär(en)-L.;Allium;A. ursinum;N;Z;NA
Lauch, Zwiebel;Allermannsharnisch;Allium;A. victorialis;Z;NA;W
